behavior_id,user_id,merchant_id,merchant_area,merchant_avg_price,merchant_score,merchant_scene,behavior_type,behavior_time,amount,rating,review_content
B11773,U1027,M0495,新化县,80,4.6,外卖,下单,2025-12-22 23:05:15,88.3,,
B11774,U1027,M0340,新化县,40,4.4,周末聚餐,浏览,2025-11-14 03:56:15,,,
B11775,U1028,M0286,涟源市,60,4.7,工作日早餐,浏览,2025-12-07 21:30:15,,,
B11776,U1028,M0389,涟源市,30,4.4,学生午餐,浏览,2026-01-21 13:10:15,,,
B11777,U1028,M0433,涟源市,67,4.7,商务宴请,下单,2025-11-02 18:05:15,76.67,,
B11778,U1028,M0243,涟源市,50,4.4,亲子聚餐,收藏,2025-11-02 16:40:15,,,
B11779,U1028,M0292,涟源市,107,4.4,商务聚餐,浏览,2025-12-18 16:27:15,,,
B11780,U1028,M0453,涟源市,80,4.3,情侣约会,浏览,2026-01-28 21:42:15,,,
B11781,U1028,M0426,涟源市,43,4.4,亲子聚餐,浏览,2026-01-22 20:32:15,,,
B11782,U1028,M0435,涟源市,84,4.3,周末午餐,浏览,2025-11-13 04:51:15,,,
B11783,U1028,M0203,涟源市,79,4.6,夜宵,下单,2025-11-06 17:42:15,71.26,,
B11784,U1028,M0098,涟源市,51,3.5,情侣约会,浏览,2025-11-12 08:21:15,,,
B11785,U1028,M0399,涟源市,35,4.7,周末午餐,浏览,2025-11-22 18:45:15,,,
B11786,U1028,M0253,涟源市,53,3.8,亲子聚餐,浏览,2026-01-29 22:47:15,,,
B11787,U1028,M0282,涟源市,48,4.6,周末午餐,下单,2026-01-15 03:52:15,53.7,,
B11788,U1028,M0389,涟源市,30,4.4,学生午餐,下单,2025-11-28 15:00:15,25.23,,
B11789,U1029,M0447,双峰县,40,4.0,商务聚餐,浏览,2026-01-13 08:30:15,,,
B11790,U1029,M0158,双峰县,100,4.5,学生午餐,下单,2025-11-12 14:14:15,105.73,,
B11791,U1029,M0196,双峰县,67,4.3,工作日午餐,评价,2026-01-04 07:08:15,,4.4,菜品新鲜 分量足 环境干净
B11792,U1029,M0192,双峰县,82,4.4,夜宵,浏览,2025-11-18 05:51:15,,,
B11793,U1029,M0185,双峰县,60,4.2,下午茶,浏览,2026-01-02 09:34:15,,,
B11794,U1029,M0021,双峰县,50,4.4,夜宵,浏览,2026-01-23 17:15:15,,,
B11795,U1029,M0247,双峰县,59,4.1,亲子聚餐,收藏,2025-12-12 20:11:15,,,
B11796,U1029,M0302,双峰县,28,4.6,外卖,下单,2026-01-16 21:15:15,24.83,,
B11797,U1029,M0014,双峰县,60,3.9,夜宵,收藏,2025-12-31 07:26:15,,,
B11798,U1029,M0056,双峰县,18,4.4,学生用餐,评价,2025-12-27 07:35:15,,4.8,环境干净 服务态度好
B11799,U1029,M0431,双峰县,34,3.8,商务宴请,评价,2026-01-01 14:28:15,,4.0,值得推荐
B11800,U1029,M0136,双峰县,15,3.8,学生用餐,下单,2026-01-09 06:28:15,12.58,,
B11801,U1029,M0346,双峰县,60,3.9,工作日晚餐,收藏,2026-01-10 06:46:15,,,
B11802,U1030,M0463,冷水江市,30,3.5,家庭聚餐,下单,2025-11-15 20:45:15,35.85,,
B11803,U1030,M0020,冷水江市,15,4.0,学生晚餐,下单,2025-12-19 16:36:15,14.14,,
B11804,U1030,M0256,冷水江市,80,3.6,商务宴请,评价,2025-12-04 02:54:15,,3.1,服务态度好 环境干净 味道不错
B11805,U1030,M0478,冷水江市,80,4.5,周末晚餐,浏览,2026-01-30 17:56:15,,,
B11806,U1030,M0178,冷水江市,62,4.3,学生午餐,浏览,2025-12-10 22:27:15,,,
B11807,U1030,M0020,冷水江市,15,4.0,学生晚餐,收藏,2025-11-06 03:34:15,,,
B11808,U1030,M0430,冷水江市,72,4.5,周末午餐,收藏,2025-12-24 19:31:15,,,
B11809,U1030,M0081,冷水江市,65,4.6,学生夜宵,评价,2026-01-24 15:21:15,,4.5,价格实惠
B11810,U1030,M0046,冷水江市,25,3.8,学生晚餐,下单,2025-12-27 07:32:15,24.56,,
B11811,U1030,M0268,冷水江市,53,4.3,学生夜宵,浏览,2025-12-19 22:06:15,,,
B11812,U1030,M0062,冷水江市,66,3.6,下午茶,评价,2026-01-16 12:34:15,,3.9,分量足 环境干净
B11813,U1030,M0097,冷水江市,60,3.9,外卖,浏览,2025-12-25 22:16:15,,,
B11814,U1030,M0010,冷水江市,13,4.4,学生晚餐,浏览,2025-12-04 08:29:15,,,
B11815,U1031,M0064,涟源市,30,4.2,外卖,下单,2025-11-15 01:31:15,25.74,,
B11816,U1031,M0399,涟源市,35,4.7,周末午餐,浏览,2026-01-17 06:41:15,,,
B11817,U1031,M0387,涟源市,78,4.4,工作日晚餐,浏览,2025-11-11 16:59:15,,,
B11818,U1031,M0151,涟源市,60,3.8,户外用餐,浏览,2025-11-11 14:47:15,,,
B11819,U1031,M0247,涟源市,35,4.4,学生午餐,收藏,2025-12-10 19:35:15,,,
B11820,U1031,M0495,涟源市,80,4.2,周末聚餐,浏览,2025-12-14 09:23:15,,,
B11821,U1031,M0470,涟源市,25,4.1,学生午餐,下单,2025-11-21 00:04:15,21.56,,
B11822,U1031,M0210,涟源市,36,3.9,朋友聚会,收藏,2025-11-08 01:55:15,,,
B11823,U1032,M0129,娄星区,12,4.4,学生早餐,评价,2026-01-03 19:42:15,,4.3,服务态度好
B11824,U1032,M0061,娄星区,59,4.6,周末聚餐,浏览,2025-11-12 23:01:15,,,
B11825,U1032,M0275,娄星区,38,4.3,工作日午餐,下单,2026-01-11 22:48:15,35.83,,
B11826,U1032,M0106,娄星区,60,4.6,工作日午餐,收藏,2025-12-22 04:55:15,,,
B11827,U1032,M0123,娄星区,40,4.6,学生早餐,浏览,2025-12-28 17:24:15,,,
B11828,U1032,M0101,娄星区,64,4.7,夜宵,浏览,2025-11-23 05:51:15,,,
B11829,U1032,M0265,娄星区,24,3.9,工作日早餐,下单,2025-11-08 11:47:15,26.79,,
B11830,U1032,M0316,娄星区,25,3.8,工作日早餐,浏览,2026-01-12 16:09:15,,,
B11831,U1032,M0224,娄星区,80,4.3,商务宴请,评价,2026-01-01 04:31:15,,3.9,分量足 性价比高 味道不错
B11832,U1032,M0288,娄星区,12,4.2,学生早餐,浏览,2025-11-11 16:54:15,,,
B11833,U1032,M0391,娄星区,12,4.5,学生早餐,收藏,2025-11-16 21:48:15,,,
B11834,U1032,M0123,娄星区,40,4.6,学生早餐,下单,2025-11-15 09:53:15,47.77,,
B11835,U1032,M0474,娄星区,12,3.6,学生早餐,浏览,2025-11-02 13:07:15,,,
B11836,U1032,M0004,娄星区,15,4.5,学生早餐,收藏,2025-12-13 03:15:15,,,
B11837,U1032,M0336,娄星区,12,4.2,学生早餐,下单,2026-01-01 00:19:15,13.38,,
B11838,U1033,M0313,新化县,16,4.2,学生早餐,收藏,2025-11-07 01:02:15,,,
B11839,U1033,M0104,新化县,61,4.2,周末晚餐,下单,2025-11-29 09:49:15,48.81,,
B11840,U1033,M0350,新化县,16,4.1,学生早餐,浏览,2026-01-17 07:54:15,,,
B11841,U1033,M0214,新化县,51,3.8,亲子聚餐,下单,2025-11-09 08:26:15,59.59,,
B11842,U1033,M0423,新化县,48,4.6,周末聚餐,浏览,2025-12-08 08:25:15,,,
B11843,U1033,M0313,新化县,16,4.2,学生早餐,下单,2025-11-25 00:27:15,16.2,,
B11844,U1033,M0368,新化县,59,4.4,工作日午餐,浏览,2025-12-02 05:09:15,,,
B11845,U1033,M0452,新化县,40,3.8,外卖,浏览,2025-11-21 13:59:15,,,
B11846,U1033,M0329,新化县,69,4.7,周末聚餐,浏览,2026-01-17 23:52:15,,,
B11847,U1034,M0085,新化县,79,4.4,夜宵,浏览,2025-11-26 13:48:15,,,
B11848,U1034,M0067,新化县,55,3.8,朋友聚会,浏览,2025-11-23 01:55:15,,,
B11849,U1034,M0154,新化县,50,4.0,工作日晚餐,浏览,2025-12-16 05:16:15,,,
B11850,U1034,M0237,新化县,61,4.4,早餐,下单,2025-11-04 01:14:15,56.17,,
B11851,U1034,M0202,新化县,53,4.2,工作日午餐,浏览,2025-11-26 23:32:15,,,
B11852,U1034,M0016,新化县,71,4.5,周末聚餐,评价,2025-12-28 01:12:15,,4.8,价格实惠
B11853,U1034,M0303,新化县,64,4.5,工作日早餐,下单,2025-12-27 09:50:15,74.16,,
B11854,U1034,M0077,新化县,61,3.8,学生早餐,浏览,2025-11-11 13:56:15,,,
B11855,U1035,M0216,双峰县,40,4.4,周末聚餐,下单,2025-12-02 08:05:15,44.68,,
B11856,U1035,M0056,双峰县,18,4.4,学生用餐,评价,2025-11-15 09:42:15,,4.3,菜品新鲜 价格实惠 味道不错
B11857,U1035,M0431,双峰县,34,3.8,商务宴请,浏览,2025-12-13 20:25:15,,,
B11858,U1035,M0074,双峰县,97,4.7,商务聚餐,浏览,2026-01-19 15:38:15,,,
B11859,U1035,M0397,双峰县,114,4.6,学生晚餐,收藏,2025-12-05 16:02:15,,,
B11860,U1035,M0052,双峰县,15,3.9,学生晚餐,下单,2025-12-14 18:29:15,13.78,,
B11861,U1035,M0218,双峰县,50,4.1,学生早餐,收藏,2025-11-26 23:30:15,,,
B11862,U1035,M0148,双峰县,54,3.9,商务宴请,浏览,2025-12-29 15:30:15,,,
B11863,U1035,M0132,双峰县,28,3.7,工作日午餐,评价,2025-12-23 01:28:15,,4.0,环境干净 味道不错 菜品新鲜
B11864,U1035,M0045,双峰县,44,3.9,甜品,下单,2026-01-27 15:15:15,52.33,,
B11865,U1035,M0168,双峰县,15,3.8,工作日午餐,收藏,2026-01-28 02:59:15,,,
B11866,U1036,M0493,双峰县,57,3.9,学生早餐,下单,2026-01-21 16:34:15,55.04,,
B11867,U1036,M0192,双峰县,82,4.4,夜宵,下单,2026-01-26 10:06:15,88.31,,
B11868,U1036,M0024,双峰县,60,4.1,夜宵,下单,2026-01-03 16:00:15,55.98,,
B11869,U1036,M0328,双峰县,80,4.6,学生午餐,浏览,2025-12-07 18:17:15,,,
B11870,U1036,M0196,双峰县,67,4.3,工作日午餐,收藏,2026-01-31 00:49:15,,,
B11871,U1036,M0135,双峰县,40,3.7,学生夜宵,浏览,2025-11-23 22:02:15,,,
B11872,U1036,M0425,双峰县,40,4.5,下午茶,下单,2025-11-16 03:11:15,37.6,,
B11873,U1036,M0252,双峰县,44,3.9,工作日午餐,浏览,2025-12-27 16:57:15,,,
B11874,U1036,M0372,双峰县,56,3.7,学生用餐,下单,2025-12-27 21:21:15,44.81,,
B11875,U1036,M0185,双峰县,60,4.2,下午茶,浏览,2025-12-11 16:04:15,,,
B11876,U1036,M0326,双峰县,35,4.7,周末午餐,下单,2026-01-05 05:40:15,34.06,,
B11877,U1036,M0007,双峰县,24,4.6,学生午餐,收藏,2025-11-04 20:21:15,,,
B11878,U1037,M0044,新化县,35,3.9,商务宴请,收藏,2025-12-17 02:51:15,,,
B11879,U1037,M0272,新化县,35,4.2,商务宴请,下单,2026-01-14 18:26:15,34.02,,
B11880,U1037,M0484,新化县,35,4.4,学生午餐,收藏,2025-11-05 00:52:15,,,
B11881,U1037,M0422,新化县,52,4.6,家庭聚餐,浏览,2025-11-11 10:28:15,,,
B11882,U1037,M0495,新化县,80,4.6,外卖,收藏,2026-01-02 21:32:15,,,
B11883,U1037,M0325,新化县,50,3.9,周末聚餐,收藏,2026-01-31 02:41:15,,,
B11884,U1037,M0154,新化县,50,4.0,工作日晚餐,浏览,2026-01-21 23:02:15,,,
B11885,U1037,M0308,新化县,40,4.3,周末晚餐,收藏,2025-12-15 11:42:15,,,
B11886,U1037,M0077,新化县,61,3.8,学生早餐,收藏,2025-11-07 15:09:15,,,
B11887,U1037,M0033,新化县,20,4.7,外卖,浏览,2025-11-10 18:10:15,,,
B11888,U1037,M0112,新化县,79,4.3,夜宵,浏览,2025-12-30 13:11:15,,,
B11889,U1038,M0210,涟源市,36,3.9,朋友聚会,下单,2025-12-27 22:47:15,32.53,,
B11890,U1038,M0286,涟源市,60,4.7,工作日早餐,收藏,2025-11-21 10:01:15,,,
B11891,U1038,M0276,涟源市,60,4.1,学生早餐,收藏,2026-01-04 09:40:15,,,
B11892,U1038,M0392,涟源市,76,4.8,下午茶,浏览,2026-01-13 01:02:15,,,
B11893,U1038,M0333,涟源市,89,4.7,朋友聚会,下单,2025-12-06 22:00:15,94.85,,
B11894,U1038,M0408,涟源市,56,4.0,户外用餐,浏览,2025-12-10 01:00:15,,,
B11895,U1038,M0276,涟源市,60,4.1,学生早餐,收藏,2025-12-14 16:51:15,,,
B11896,U1038,M0036,涟源市,60,3.8,周末聚餐,收藏,2025-11-10 01:43:15,,,
B11897,U1038,M0219,涟源市,58,4.4,商务宴请,浏览,2026-01-17 17:50:15,,,
B11898,U1038,M0310,涟源市,50,3.9,周末早餐,评价,2026-01-07 17:03:15,,3.8,环境干净 分量足
B11899,U1038,M0247,涟源市,35,4.4,学生午餐,下单,2026-01-18 01:30:15,37.7,,
B11900,U1038,M0276,涟源市,60,4.1,学生早餐,下单,2025-11-02 14:12:15,60.05,,
B11901,U1038,M0389,涟源市,30,4.4,学生午餐,评价,2025-12-16 11:16:15,,4.7,菜品新鲜 环境干净 味道不错
B11902,U1039,M0346,双峰县,60,3.9,工作日晚餐,浏览,2026-01-13 22:20:15,,,
B11903,U1039,M0074,双峰县,97,4.7,商务聚餐,收藏,2025-12-26 15:25:15,,,
B11904,U1039,M0234,双峰县,48,3.8,学生用餐,浏览,2026-01-03 13:53:15,,,
B11905,U1039,M0323,双峰县,30,4.6,户外用餐,下单,2026-01-31 09:58:15,27.86,,
B11906,U1039,M0094,双峰县,40,3.6,户外用餐,下单,2025-11-03 00:24:15,34.41,,
B11907,U1039,M0489,双峰县,35,4.6,工作日午餐,收藏,2025-12-30 02:28:15,,,
B11908,U1039,M0225,双峰县,20,4.6,学生用餐,评价,2026-01-22 21:55:15,,4.4,环境干净 服务态度好
B11909,U1039,M0196,双峰县,67,4.3,工作日午餐,收藏,2025-12-10 02:21:15,,,
B11910,U1039,M0177,双峰县,48,4.2,学生夜宵,浏览,2025-12-07 12:11:15,,,
B11911,U1039,M0302,双峰县,28,4.6,外卖,下单,2025-11-11 20:08:15,26.66,,
B11912,U1039,M0458,双峰县,35,4.4,工作日午餐,浏览,2025-12-28 07:48:15,,,
B11913,U1039,M0131,双峰县,53,4.0,下午茶,浏览,2025-12-22 15:18:15,,,
B11914,U1039,M0134,双峰县,60,4.6,工作日晚餐,下单,2025-12-16 00:16:15,62.63,,
B11915,U1039,M0185,双峰县,60,4.2,下午茶,评价,2025-11-29 20:13:15,,4.7,环境干净 味道不错 性价比高
B11916,U1039,M0136,双峰县,15,3.8,学生用餐,下单,2025-11-21 16:17:15,14.72,,
B11917,U1040,M0495,涟源市,80,4.2,周末聚餐,下单,2026-01-01 18:50:15,83.95,,
B11918,U1040,M0253,涟源市,53,3.8,亲子聚餐,浏览,2025-11-09 05:02:15,,,
B11919,U1040,M0253,涟源市,53,3.8,亲子聚餐,评价,2025-12-23 00:42:15,,3.5,分量足
B11920,U1040,M0253,涟源市,53,3.8,亲子聚餐,下单,2025-12-15 22:18:15,48.62,,
B11921,U1040,M0047,涟源市,33,4.5,甜品,浏览,2025-11-20 15:08:15,,,
B11922,U1040,M0432,涟源市,44,4.7,工作日早餐,收藏,2025-12-28 15:32:15,,,
B11923,U1040,M0387,涟源市,78,4.4,工作日晚餐,下单,2026-01-16 23:29:15,74.55,,
B11924,U1040,M0276,涟源市,60,4.1,学生早餐,浏览,2026-01-20 05:53:15,,,
B11925,U1041,M0316,娄星区,25,3.8,工作日早餐,评价,2025-11-27 18:39:15,,4.2,分量足 菜品新鲜 价格实惠
B11926,U1041,M0150,娄星区,15,4.7,工作日早餐,评价,2026-01-07 12:06:15,,5.0,服务态度好 值得推荐 环境干净
B11927,U1041,M0376,娄星区,50,3.6,周末聚餐,收藏,2025-11-09 12:43:15,,,
B11928,U1041,M0307,娄星区,12,4.2,学生早餐,浏览,2025-12-31 16:00:15,,,
B11929,U1041,M0070,娄星区,40,4.6,下午茶,下单,2025-12-21 09:45:15,43.36,,
B11930,U1041,M0009,娄星区,15,3.9,学生早餐,浏览,2026-01-13 21:56:15,,,
B11931,U1041,M0464,娄星区,43,3.6,家庭聚餐,浏览,2025-11-24 01:25:15,,,
B11932,U1041,M0467,娄星区,57,4.4,工作日午餐,收藏,2025-11-19 19:28:15,,,
B11933,U1041,M0362,娄星区,60,4.2,下午茶,浏览,2026-01-19 13:23:15,,,
B11934,U1041,M0125,娄星区,100,4.5,节日聚餐,评价,2025-12-25 23:54:15,,4.5,服务态度好 值得推荐 分量足
B11935,U1041,M0483,娄星区,60,3.8,周末午餐,浏览,2026-01-11 17:23:15,,,
B11936,U1042,M0322,新化县,40,4.3,商务宴请,下单,2026-01-31 12:02:15,40.31,,
B11937,U1042,M0427,新化县,30,4.4,学生夜宵,浏览,2025-12-03 01:22:15,,,
B11938,U1042,M0157,新化县,75,4.2,早餐,浏览,2026-01-18 21:06:15,,,
B11939,U1042,M0149,新化县,60,3.9,学生早餐,收藏,2025-12-04 12:29:15,,,
B11940,U1042,M0427,新化县,30,4.4,学生夜宵,下单,2025-12-02 07:32:15,32.27,,
B11941,U1042,M0322,新化县,40,4.3,商务宴请,浏览,2026-01-05 22:02:15,,,
B11942,U1042,M0452,新化县,40,3.8,外卖,下单,2025-11-13 14:30:15,40.79,,
B11943,U1042,M0237,新化县,61,4.4,早餐,浏览,2026-01-10 15:33:15,,,
B11944,U1042,M0160,新化县,68,4.5,夜宵,浏览,2025-12-07 02:54:15,,,
B11945,U1042,M0370,新化县,60,4.2,周末午餐,浏览,2025-12-11 18:31:15,,,
B11946,U1042,M0465,新化县,50,4.3,朋友聚会,下单,2025-11-05 22:37:15,43.39,,
B11947,U1043,M0188,双峰县,40,3.7,学生早餐,下单,2026-01-24 01:46:15,36.71,,
B11948,U1043,M0337,双峰县,60,3.9,亲子聚餐,下单,2025-12-27 05:43:15,65.87,,
B11949,U1043,M0486,双峰县,54,4.0,工作日早餐,评价,2025-11-20 11:22:15,,3.7,服务态度好
B11950,U1043,M0014,双峰县,60,3.9,夜宵,浏览,2025-11-14 04:53:15,,,
B11951,U1043,M0124,双峰县,45,3.5,商务聚餐,下单,2025-12-12 14:12:15,46.01,,
B11952,U1043,M0473,双峰县,57,4.4,情侣约会,浏览,2025-11-17 05:41:15,,,
B11953,U1043,M0131,双峰县,53,4.0,下午茶,浏览,2025-12-08 19:00:15,,,
B11954,U1043,M0013,双峰县,84,4.4,情侣约会,浏览,2025-11-26 16:03:15,,,
B11955,U1043,M0252,双峰县,44,3.9,工作日午餐,评价,2025-12-07 19:48:15,,4.0,环境干净
B11956,U1043,M0007,双峰县,24,4.6,学生午餐,评价,2025-11-04 13:44:15,,4.2,服务态度好
B11957,U1043,M0247,双峰县,59,4.1,亲子聚餐,浏览,2025-11-22 07:52:15,,,
B11958,U1043,M0217,双峰县,48,4.7,夜宵,下单,2025-12-13 09:03:15,56.72,,
B11959,U1043,M0499,双峰县,35,4.5,家庭聚餐,评价,2025-12-14 20:32:15,,4.9,分量足
B11960,U1043,M0024,双峰县,60,4.1,夜宵,浏览,2026-01-29 08:35:15,,,
B11961,U1043,M0158,双峰县,100,4.5,学生午餐,浏览,2025-12-17 22:40:15,,,
B11962,U1044,M0129,娄星区,12,4.4,学生早餐,下单,2025-12-19 10:16:15,11.7,,
B11963,U1044,M0305,娄星区,55,3.8,夜宵,浏览,2025-12-18 15:18:15,,,
B11964,U1044,M0167,娄星区,12,4.6,学生早餐,浏览,2025-11-07 18:54:15,,,
B11965,U1044,M0189,娄星区,15,3.8,工作日早餐,浏览,2026-01-07 23:24:15,,,
B11966,U1044,M0257,娄星区,30,4.6,周末晚餐,下单,2026-01-17 22:14:15,30.89,,
B11967,U1044,M0399,娄星区,66,4.2,周末聚餐,下单,2026-01-18 07:14:15,75.11,,
B11968,U1044,M0146,娄星区,30,3.8,节日聚餐,浏览,2025-11-09 21:08:15,,,
B11969,U1044,M0146,娄星区,30,3.8,节日聚餐,浏览,2025-12-13 08:22:15,,,
B11970,U1045,M0165,双峰县,60,3.9,户外用餐,下单,2025-12-28 15:39:15,69.79,,
B11971,U1045,M0486,双峰县,54,4.0,工作日早餐,浏览,2026-01-22 22:39:15,,,
B11972,U1045,M0007,双峰县,24,4.6,学生午餐,收藏,2025-11-27 03:33:15,,,
B11973,U1045,M0094,双峰县,40,3.6,户外用餐,下单,2025-12-28 10:58:15,39.31,,
B11974,U1045,M0168,双峰县,15,3.8,工作日午餐,下单,2025-12-08 11:45:15,17.28,,
B11975,U1045,M0007,双峰县,35,4.4,工作日午餐,评价,2026-01-26 00:23:15,,4.2,环境干净 菜品新鲜 价格实惠
B11976,U1045,M0173,双峰县,67,4.7,工作日晚餐,下单,2026-01-05 01:32:15,67.93,,
B11977,U1045,M0014,双峰县,60,3.9,夜宵,下单,2025-12-20 13:57:15,71.6,,
B11978,U1045,M0473,双峰县,57,4.4,情侣约会,浏览,2025-12-21 00:29:15,,,
B11979,U1045,M0326,双峰县,35,4.7,周末午餐,浏览,2025-11-24 12:12:15,,,
B11980,U1045,M0131,双峰县,53,4.0,下午茶,下单,2025-12-08 09:20:15,56.92,,
B11981,U1046,M0453,涟源市,80,4.3,情侣约会,下单,2026-01-19 11:42:15,93.27,,
B11982,U1046,M0183,涟源市,54,4.4,朋友聚会,收藏,2025-11-05 22:52:15,,,
B11983,U1046,M0423,涟源市,35,4.8,周末早餐,浏览,2026-01-10 10:35:15,,,
B11984,U1046,M0400,涟源市,60,4.7,朋友聚会,下单,2025-12-04 03:42:15,57.41,,
B11985,U1046,M0113,涟源市,40,3.7,情侣约会,收藏,2026-01-17 11:58:15,,,
B11986,U1046,M0036,涟源市,60,3.8,周末聚餐,下单,2025-12-22 19:25:15,66.92,,
B11987,U1046,M0247,涟源市,35,4.4,学生午餐,评价,2025-11-04 08:45:15,,4.2,分量足
B11988,U1046,M0041,涟源市,34,4.2,甜品,收藏,2025-11-30 10:13:15,,,
B11989,U1046,M0321,涟源市,30,3.9,家庭聚餐,收藏,2025-12-11 17:16:15,,,
B11990,U1046,M0117,涟源市,92,4.7,周末早餐,下单,2026-01-23 18:58:15,101.67,,
B11991,U1047,M0138,新化县,60,4.7,学生晚餐,浏览,2025-12-10 19:06:15,,,
B11992,U1047,M0329,新化县,69,4.7,周末聚餐,收藏,2025-12-16 10:35:15,,,
B11993,U1047,M0466,新化县,50,4.6,工作日午餐,收藏,2026-01-31 10:40:15,,,
B11994,U1047,M0401,新化县,48,3.9,学生夜宵,浏览,2025-11-26 21:40:15,,,
B11995,U1047,M0495,新化县,80,4.6,外卖,评价,2025-11-17 03:24:15,,5.0,味道不错 分量足
B11996,U1047,M0494,新化县,30,4.2,商务宴请,下单,2026-01-22 23:51:15,30.23,,
B11997,U1047,M0033,新化县,20,4.7,外卖,下单,2025-11-13 20:30:15,16.61,,
B11998,U1047,M0452,新化县,40,3.8,外卖,评价,2026-01-29 06:08:15,,4.2,味道不错 值得推荐 服务态度好
B11999,U1047,M0187,新化县,56,3.9,朋友聚会,浏览,2026-01-22 03:11:15,,,
B12000,U1047,M0279,新化县,89,4.3,下午茶,浏览,2025-12-01 22:14:15,,,
B12001,U1047,M0231,新化县,35,4.1,夜宵,下单,2025-11-25 21:00:15,41.26,,
B12002,U1047,M0370,新化县,60,4.2,周末午餐,收藏,2025-11-08 19:38:15,,,
B12003,U1047,M0048,新化县,28,4.4,甜品,下单,2025-12-09 14:49:15,22.85,,
B12004,U1047,M0465,新化县,50,4.3,朋友聚会,下单,2025-11-10 21:34:15,51.09,,
B12005,U1047,M0308,新化县,40,4.3,周末晚餐,下单,2025-12-18 10:23:15,39.33,,
B12006,U1048,M0397,双峰县,114,4.6,学生晚餐,浏览,2026-01-01 11:16:15,,,
B12007,U1048,M0131,双峰县,53,4.0,下午茶,浏览,2026-01-30 12:26:15,,,
B12008,U1048,M0218,双峰县,50,4.1,学生早餐,浏览,2025-11-15 06:21:15,,,
B12009,U1048,M0486,双峰县,54,4.0,工作日早餐,浏览,2026-01-06 08:34:15,,,
B12010,U1048,M0413,双峰县,54,4.6,商务聚餐,浏览,2026-01-10 10:48:15,,,
B12011,U1048,M0124,双峰县,45,3.5,商务聚餐,浏览,2025-11-23 01:00:15,,,
B12012,U1048,M0168,双峰县,15,3.8,工作日午餐,下单,2026-01-05 00:52:15,13.31,,
B12013,U1048,M0425,双峰县,40,4.5,下午茶,浏览,2025-11-09 13:11:15,,,
B12014,U1048,M0252,双峰县,44,3.9,工作日午餐,浏览,2025-11-24 05:31:15,,,
B12015,U1049,M0153,冷水江市,40,4.3,情侣约会,收藏,2025-11-17 06:56:15,,,
B12016,U1049,M0204,冷水江市,28,4.5,夜宵,收藏,2025-12-03 03:56:15,,,
B12017,U1049,M0367,冷水江市,50,4.2,周末晚餐,收藏,2025-11-25 16:10:15,,,
B12018,U1049,M0411,冷水江市,50,4.3,情侣约会,浏览,2025-11-28 14:53:15,,,
B12019,U1049,M0204,冷水江市,28,4.5,夜宵,浏览,2025-12-14 15:13:15,,,
B12020,U1049,M0191,冷水江市,40,4.8,周末晚餐,收藏,2026-01-25 20:15:15,,,
B12021,U1049,M0481,冷水江市,82,4.4,商务聚餐,收藏,2026-01-06 17:45:15,,,
B12022,U1049,M0462,冷水江市,78,3.7,情侣约会,下单,2025-11-03 16:10:15,76.22,,
B12023,U1049,M0147,冷水江市,35,4.8,周末晚餐,收藏,2025-12-22 04:03:15,,,
B12024,U1049,M0046,冷水江市,25,3.8,学生晚餐,收藏,2026-01-26 23:49:15,,,
B12025,U1050,M0275,娄星区,38,4.3,工作日午餐,浏览,2025-11-21 17:33:15,,,
B12026,U1050,M0100,娄星区,15,4.6,学生早餐,浏览,2025-11-02 14:24:15,,,
B12027,U1050,M0146,娄星区,30,3.8,节日聚餐,浏览,2025-11-06 20:05:15,,,
B12028,U1050,M0462,娄星区,50,3.9,周末聚餐,浏览,2026-01-13 23:54:15,,,
B12029,U1050,M0446,娄星区,56,4.2,夜宵,收藏,2026-01-30 22:26:15,,,
B12030,U1050,M0224,娄星区,80,4.3,商务宴请,下单,2025-11-25 13:41:15,87.76,,
B12031,U1050,M0446,娄星区,56,4.2,夜宵,浏览,2025-12-10 01:57:15,,,
B12032,U1050,M0299,娄星区,53,4.4,工作日午餐,收藏,2026-01-18 15:59:15,,,
B12033,U1050,M0030,娄星区,6,4.3,学生早餐,下单,2025-12-20 08:45:15,4.84,,
B12034,U1050,M0414,娄星区,52,3.5,夜宵,收藏,2026-01-27 14:11:15,,,
B12035,U1050,M0176,娄星区,86,4.0,商务聚餐,浏览,2025-11-13 12:21:15,,,
B12036,U1050,M0137,娄星区,81,4.7,学生晚餐,浏览,2026-01-01 21:22:15,,,
B12037,U1050,M0356,娄星区,30,4.4,周末晚餐,下单,2026-01-20 04:55:15,32.69,,
B12038,U1050,M0181,娄星区,15,4.7,工作日早餐,下单,2026-01-09 18:24:15,16.06,,
B12039,U1050,M0181,娄星区,15,4.7,工作日早餐,浏览,2026-01-03 21:05:15,,,
B12040,U1051,M0387,涟源市,78,4.4,工作日晚餐,浏览,2025-12-18 20:05:15,,,
B12041,U1051,M0117,涟源市,92,4.7,周末早餐,下单,2026-01-26 04:28:15,108.53,,
B12042,U1051,M0292,涟源市,107,4.4,商务聚餐,浏览,2025-11-10 22:58:15,,,
B12043,U1051,M0310,涟源市,50,3.9,周末早餐,浏览,2025-12-06 01:28:15,,,
B12044,U1051,M0387,涟源市,78,4.4,工作日晚餐,下单,2026-01-27 19:35:15,71.52,,
B12045,U1051,M0399,涟源市,35,4.7,周末午餐,浏览,2026-01-02 00:26:15,,,
